,Home,Away,H_Shots,A_Shots,H_Shots_on_target,A_Shots_on_target,H_Pass_Success,A_Pass_Success,H_Aerial_Duel_Success,A_Aerial_Duel_Success,H_Dribbles_won,A_Dribbles_won,H_Tackles,A_Tackles,H_Possesion,A_Possesion,H_Score,A_Score
278,Vitesse,Go Ahead Eagles,25,7,6,5,88,69,63,37,13,3,15,26,71,29,2,2
279,FC Groningen,NAC Breda,10,12,2,6,81,74,58,42,8,6,9,16,53,47,2,1
280,AZ Alkmaar,NEC Nijmegen,22,13,6,4,81,62,52,48,14,3,15,21,64,36,1,1
281,Cambuur,Vitesse,10,23,4,11,67,77,52,48,4,5,20,14,42,58,4,3
282,Go Ahead Eagles,SC Heerenveen,13,15,4,6,77,73,45,55,5,4,24,17,54,46,0,2
283,Twente,Roda,22,3,11,0,87,79,64,36,10,4,16,13,57,43,3,0
284,Ajax,ADO Den Haag,22,9,10,2,89,67,35,65,20,4,20,23,75,25,3,2
285,PSV Eindhoven,Feyenoord,18,10,4,6,83,76,29,71,6,5,11,25,54,46,0,2
286,FC Utrecht,Heracles,15,13,6,3,66,75,55,45,5,10,15,24,42,58,2,1
287,RKC Waalwijk,PEC Zwolle,19,12,5,5,75,81,58,42,16,9,20,21,46,54,1,1
288,ADO Den Haag,AZ Alkmaar,15,14,8,4,76,85,46,54,8,11,22,18,35,65,2,1
289,Feyenoord,Cambuur,17,7,9,3,81,77,59,41,4,6,19,18,53,47,5,1
290,SC Heerenveen,FC Utrecht,16,8,7,4,82,75,37,63,5,8,12,22,56,44,4,1
291,Heracles,Go Ahead Eagles,18,11,5,5,76,69,43,57,7,9,12,20,56,44,1,2
292,NAC Breda,RKC Waalwijk,11,17,3,4,76,78,44,56,15,14,22,22,43,57,1,1
293,NEC Nijmegen,Twente,6,17,2,8,69,90,59,41,6,11,19,8,33,67,2,5
294,PEC Zwolle,PSV Eindhoven,18,17,8,7,88,82,50,50,3,14,20,17,60,40,1,2
295,Roda,FC Groningen,14,7,3,3,75,71,52,48,3,6,26,23,56,44,1,2
296,Vitesse,Ajax,19,10,10,3,77,82,60,40,9,20,25,15,47,53,1,1
297,Ajax,NEC Nijmegen,17,9,4,4,86,70,44,56,12,7,8,18,68,32,2,2
298,AZ Alkmaar,Feyenoord,9,17,5,5,80,80,47,53,9,8,14,14,49,51,1,1
299,Cambuur,ADO Den Haag,15,13,5,6,83,75,36,64,11,4,24,13,56,44,1,2
300,Go Ahead Eagles,Roda,13,7,5,3,82,67,41,59,4,2,13,13,65,35,0,1
301,FC Groningen,Heracles,13,17,6,5,80,78,70,30,7,3,12,19,48,52,3,1
302,PSV Eindhoven,NAC Breda,10,5,3,1,88,82,59,41,17,8,29,23,64,36,2,0
303,Twente,PEC Zwolle,19,8,7,4,86,80,61,39,9,4,18,19,58,42,2,2
304,FC Utrecht,Vitesse,15,17,4,5,71,87,56,44,12,11,21,12,33,67,2,1
305,RKC Waalwijk,SC Heerenveen,12,19,4,9,78,84,31,69,7,9,18,21,45,55,0,3
